dataset,mass_GeV,sigma_val,blind_lo,blind_hi,integral_density,density_nsigma,density_window_lo,density_window_hi,density_window_width,density_source_lo,density_source_hi,density_source_n_bins,density_source_bin_width_median,density_window_fully_covered,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,extract_success,cls_statistic,cls_calibration,signal_model,global_method,visibility,kernel_str,ls_lo,ls_hi,ls_init,ls_opt,sigma_x,const_opt,lml,n_train,n_train_low,n_train_high,n_full,n_blind,train_domain_lo,train_domain_hi,bin_width_median,const_init,const_lo,const_hi,const_at_lower,const_at_upper,ls_at_lower,ls_at_upper,optimizer_restarts,ls_lo_over_sigma_x,ls_hi_over_sigma_x,ls_opt_over_sigma_x,ls_lo_over_sigma,ls_hi_over_sigma,ls_opt_over_sigma,review_selected_source,review_attempt_count,review_finite_attempt_count,review_branch_multiplicity,review_selected_state_reproducing_attempt_count,review_status,review_interpolated,review_selected_attempt,review_selected_at_kernel_bound,attempt_01_lml,attempt_02_lml,review_all_attempt_sources,review_all_finite_lml,window,draw_index
2021,0.05,0.0019941875,0.045513078125,0.054486921875,432274745.5035101,1.64,0.0467295325,0.0532704675,0.0065409349999999,0.0,1.0,8000,0.000125,True,22478.641916293684,3.3772259917137856e-05,0.0002348476939663,3.4974689485468087,16421.54620549636,4703.782419980708,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.38**2 * RBF(length_scale=0.327),0.0430198208653474,0.586633920891102,0.1588612167593829,0.326738848345934,0.0391089280594068,54.40867536373422,1678.2218622307912,402,9,393,416,14,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.354584606604785,21.57260581833327,294.1718975227264,163.8456004492727,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv,1,1,1,1,single_attempt_outside_55_75MeV,False,,,,,,,window_2p25eq2p5,0
2021,0.051,0.002001485875,0.04649665678125,0.0555033432187499,505722115.71658146,1.64,0.047717563165,0.0542824368349999,0.0065648736699999,0.0,1.0,8000,0.000125,True,18536.463373903945,2.3338055977658306e-05,0.0061979323851452,2.500669932010605,12211.562625413968,4902.552275285559,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.39**2 * RBF(length_scale=0.328),0.0423437473933882,0.5774147371825666,0.1563646500091317,0.3277900430895715,0.0384943158121711,54.59029579991272,1672.2225123218848,401,10,391,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.515284300388346,21.15615599504954,288.4930362961301,163.77334818292013,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv,1,1,1,1,single_attempt_outside_55_75MeV,False,,,,,,,window_2p25eq2p5,0
2021,0.052,0.002008956,0.047479849,0.056520151,582496150.2912881,1.64,0.04870531216,0.0552946878399999,0.0065893756799999,0.0,1.0,8000,0.000125,True,8759.05456551024,9.3903277524115e-06,0.4150102340034362,0.2146753171104362,1051.4412853851557,4928.741109617721,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.76**2 * RBF(length_scale=0.321),0.0416967826910809,0.5685924912420126,0.1539755745145915,0.3210933557632257,0.0379061660828008,60.273342414728035,1668.9816194725445,402,12,390,416,14,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.47074207034922,20.75544844739304,283.02884246445046,159.83095486572415,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv,1,1,1,1,single_attempt_outside_55_75MeV,False,,,,,,,window_2p25eq2p5,0
2021,0.053,0.002016597875,0.0484626547812499,0.05753734521875,661992830.0519445,1.64,0.049692779485,0.056307220515,0.00661444103,0.0,1.0,8000,0.000125,True,6154.924971973318,5.6965712021977485e-06,0.5,0.0,-5654.892079475815,5075.368769049201,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.78**2 * RBF(length_scale=0.32),0.0410773062694674,0.5601450854927381,0.1516880062237032,0.3198373576839698,0.0373430056995158,60.531507945030505,1664.9731623814707,402,14,388,416,14,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.564853088087558,20.369607039017364,277.76736871387317,158.60244704659812,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv,1,1,1,1,single_attempt_outside_55_75MeV,False,,,,,,,window_2p25eq2p5,0
2021,0.054,0.0020244115,0.049445074125,0.058554925875,743432117.467634,1.64,0.05067996514,0.05732003486,0.00664006972,0.0,1.0,8000,0.000125,True,5595.089714127527,4.52576393638728e-06,0.5,0.0,-12261.386252561017,5471.557135480773,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.55**2 * RBF(length_scale=0.318),0.0404838157112043,0.552052032425514,0.1494963970927404,0.3180167413572473,0.0368034688283676,57.05998634676697,1659.1448047755305,401,15,386,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.640944766383662,19.99781947059892,272.6975382354398,157.09095772141546,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv,1,1,1,1,single_attempt_outside_55_75MeV,False,,,,,,,window_2p25eq2p5,0
2021,0.055,0.002032396875,0.05042710703125,0.05957289296875,825863093.242175,1.64,0.051666869125,0.058333130875,0.0066662617499999,0.0,1.0,8000,0.000125,True,5626.371446111032,4.022328854557241e-06,0.5,0.0,-13030.68569993284,5581.986804289179,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.61**2 * RBF(length_scale=0.319),0.0399149161083646,0.5442943105686093,0.1473955960828078,0.3185776430223592,0.0362862873712406,57.862491673905545,1663.7070121258314,402,17,385,416,14,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,8.77956016175008,19.639331569216612,267.8090668529538,156.7497209531771,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/central_repeat/window_2p25eq2p5/draw_00/attempt_02/results_single.csv,2,2,1,2,stable_reproduced,False,attempt_02_55_75MeV,False,1663.707010753152,1663.7070121258314,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv|study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/central_repeat/window_2p25eq2p5/draw_00/attempt_02/results_single.csv,1663.70701075|1663.70701213,window_2p25eq2p5,0
2021,0.056,0.002040554,0.0514087535,0.0605912465,908527012.009006,1.64,0.05265349144,0.05934650856,0.00669301712,0.0,1.0,8000,0.000125,True,6107.781957192915,3.898320804291872e-06,0.5,0.0,-11466.03499584347,5795.388878891859,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.65**2 * RBF(length_scale=0.323),0.0393693106142212,0.5368542356484718,0.1453808142699889,0.3230763863165456,0.0357902823765647,58.497927707251776,1662.264067471089,401,18,383,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.026930352695224,19.293442180026243,263.0923933639942,158.32778074804472,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv,2,2,1,2,stable_reproduced,False,attempt_01_full,False,1662.264067471089,1662.2640664594155,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv|study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/central_repeat/window_2p25eq2p5/draw_00/attempt_02/results_single.csv,1662.26406747|1662.26406646,window_2p25eq2p5,0
2021,0.057,0.002048882875,0.05239001353125,0.06160998646875,990512303.5906736,1.64,0.053639832085,0.060360167915,0.0067203358299999,0.0,1.0,8000,0.000125,True,7674.71333282069,4.4141527179631065e-06,0.5,0.0,-4468.831630807099,5863.361553989195,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,7.95**2 * RBF(length_scale=0.322),0.0388457919743114,0.5297153451042469,0.1434475935717297,0.3221577462726409,0.0353143563402831,63.24984648829315,1658.2731161992926,401,20,381,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.12257165806404,18.959498587400432,258.53861710091496,157.23580405865852,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv,2,2,1,2,stable_reproduced,False,attempt_01_full,False,1658.2731161992926,1658.2731154166156,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv|study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/central_repeat/window_2p25eq2p5/draw_00/attempt_02/results_single.csv,1658.2731162|1658.27311542,window_2p25eq2p5,0
2021,0.058,0.0020573835,0.053370887125,0.062629112875,1071537072.3815936,1.64,0.05462589106,0.06137410894,0.00674821788,0.0,1.0,8000,0.000125,True,11110.39741292506,5.8051616971846525e-06,0.3680588048409966,0.3369990587136454,2010.0873383472224,5965.977698423658,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.03**2 * RBF(length_scale=0.32),0.0383432349203511,0.5228622943684247,0.1415917786595051,0.3197795629963035,0.0348574862912283,64.55131007041211,1655.7346532611166,401,21,380,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.17391346939364,18.63689240258374,254.13944185341464,155.43021658154814,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv,2,2,1,2,stable_reproduced,False,attempt_01_full,False,1655.7346532611166,1655.7346524542656,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv|study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/central_repeat/window_2p25eq2p5/draw_00/attempt_02/results_single.csv,1655.73465326|1655.73465245,window_2p25eq2p5,0
2021,0.059,0.002066055875,0.0543513742812499,0.0636486257187499,1150809177.5398366,1.64,0.055611668365,0.0623883316349999,0.0067766632699999,0.0,1.0,8000,0.000125,True,12866.621572647731,6.15359800291821e-06,0.2421245973464217,0.6994846626874395,4219.9859182179,6035.26498055056,True,tilde_q_mu,asymptotic,default,sidak_approx,observed,8.09**2 * RBF(length_scale=0.32),0.0378605893261601,0.516280763538548,0.139809491685398,0.319901412520552,0.0344187175692365,65.37483078753904,1654.3648068489665,401,23,378,416,15,0.04,0.3,0.000625,1.0,1e-08,1e+18,False,False,False,False,12,1.1,15.0,9.294402438935728,18.325055863341635,249.88712540920412,154.8367671907963,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/central_repeat/window_2p25eq2p5/draw_00/attempt_02/results_single.csv,2,2,1,2,stable_reproduced,False,attempt_02_55_75MeV,False,1654.3648063914031,1654.3648068489665,study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/runs/window_2p25eq2p5/draw_00/attempt_01/results_single.csv|study_results/v4p2_followups_20260806/pseudo65/gp_window_ensemble_20260806/central_repeat/window_2p25eq2p5/draw_00/attempt_02/results_single.csv,1654.36480639|1654.36480685,window_2p25eq2p5,0
