dataset,mass_GeV,strength,n_toys,inj_nsigma,inj_nsigma_xerr,sigmaA_ref,integral_density,A_per_eps2_unit,f_win,f_train_frac,kernel_ls_policy,signal_model,inj_background_mode,extract_background_mode,refit_kernel_lock_mode,refit_lock_const_opt,refit_lock_ls_opt,refit_tail_alpha_scale,refit_tail_alpha_threshold,refit_tail_alpha_n_bins,refit_tail_alpha_max,refit_tail_alpha_mean,kernel_ls_res_lower_factor,kernel_ls_res_upper_factor,ls_lo,ls_hi,ls_init,initial_ls_opt,initial_const_opt,refit_ls_opt,refit_const_opt,ls_opt,const_opt,n_train,n_train_low,n_train_high,n_blind,A_hat_mean,A_hat_std,sigma_A_mean,Ahat_over_Ainj,sigmaA_over_sigmaAref,pull_mean,pull_std,pull_std_err,pull_q16,pull_q84,pull_q02,pull_q97,cov_1sigma,cov_2sigma,Zhat_mean,delta_z_minus_pull,ainj_over_sigmaAref,Zhat_q16,Zhat_q84,qmu_tilde_mean,qmu_tilde_q16,qmu_tilde_q84,n_source_toys,source_model,source_label,source_root,container,function_tag,success_rate,refit_ok_rate,refit_fallback_rate
2021,0.06,0.0,25,0.0,0.0,13738.899015038218,195857856.00000003,379335903.36016655,0.9761256344476863,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751004,0.24560606517751046,0.07766745731127,0.08413420187032625,18.438254507075637,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,1166.4180904529953,9537.020172902696,13754.652852573505,,1.0011466593879206,0.09578082634767704,0.6895037864635443,0.09952129918049839,-0.6222215696520126,0.7102025683195782,-1.1476860726642777,1.249526453826837,0.84,1.0,0.09578082634767704,0.0,0.0,-0.6222215696520126,0.7102025683195782,0.0,0.0,0.0,25,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
2021,0.06,12689.213222301049,1,1.0,0.0,12689.213222301049,196062080.00000003,379731442.743217,0.9761256344476862,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751,0.2456060651775105,0.07766745731127,0.0802357610608682,20.66172777523651,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,13291.320959234905,,12900.652666344851,1.0474503601118204,1.0166629278222075,0.0466726569970084,,,0.0466726569970084,0.0466726569970084,0.0466726569970084,0.0466726569970084,1.0,1.0,1.0302828316515509,-0.01638982534545752,1.0,1.0302828316515509,1.0302828316515509,0.0,0.0,0.0,1,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
2021,0.06,12924.27292687114,1,1.0,0.0,12924.27292687114,196146880.00000003,379895682.6938726,0.9761256344476862,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751,0.2456060651775105,0.07766745731127,0.0827853516123845,20.519696624725626,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,31348.95605527213,,13106.453109816057,2.425587592636939,1.014095971508474,1.4057718723765056,,,1.4057718723765056,1.4057718723765056,1.4057718723765056,1.4057718723765056,0.0,1.0,2.3918718353933137,-0.013900036983191866,1.0,2.3918718353933137,2.3918718353933137,0.0,0.0,0.0,1,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
2021,0.06,13356.87116762522,1,1.0,0.0,13356.87116762522,195880160.00000003,379379101.566056,0.9761256344476862,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751,0.2456060651775105,0.07766745731127,0.0857039766251397,20.50697180135658,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,18133.389985611306,,13516.945212874907,1.3576076131933916,1.0119843968876243,0.3533726550460854,,,0.3533726550460854,0.3533726550460854,0.3533726550460854,0.3533726550460854,1.0,1.0,1.3415301830430757,-0.011842472003009696,1.0,1.3415301830430757,1.3415301830430757,0.0,0.0,0.0,1,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
2021,0.06,13365.451735427505,1,1.0,0.0,13365.451735427505,195709440.00000003,379048452.45784944,0.9761256344476862,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751,0.2456060651775105,0.07766745731127,0.0857939108595273,20.72627541411826,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,27881.47915466805,,13510.55005529041,2.0860858058963494,1.0108562226503948,1.0744216452946276,,,1.0744216452946276,1.0744216452946276,1.0744216452946276,1.0744216452946276,0.0,1.0,2.0636820144676733,-0.010739630826954283,1.0,2.0636820144676733,2.0636820144676733,0.0,0.0,0.0,1,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
2021,0.06,13377.862994353414,1,1.0,0.0,13377.862994353414,196087200.00000003,379780094.955015,0.9761256344476862,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751,0.2456060651775105,0.07766745731127,0.0807617621353839,20.66338109798227,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,13024.228817836502,,13540.806278450536,0.9735657199758904,1.0121800682340594,-0.0261161831315541,,,-0.0261161831315541,-0.0261161831315541,-0.0261161831315541,-0.0261161831315541,1.0,1.0,0.961850317478056,-0.012033499390389852,1.0,0.961850317478056,0.961850317478056,0.0,0.0,0.0,1,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
2021,0.06,13434.148912113526,1,1.0,0.0,13434.148912113526,195746080.00000003,379119416.51200056,0.9761256344476862,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751,0.2456060651775105,0.07766745731127,0.0897837326226687,20.687401380139647,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,14617.433953463624,,13582.175827242649,1.0880803874581988,1.0110187043554093,0.0871204331618728,,,0.0871204331618728,0.0871204331618728,0.0871204331618728,0.0871204331618728,1.0,1.0,1.0762218174310842,-0.010898615730788555,1.0,1.0762218174310842,1.0762218174310842,0.0,0.0,0.0,1,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
2021,0.06,13435.43880079116,1,1.0,0.0,13435.43880079116,195956000.00000003,379525987.8615479,0.9761256344476862,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751,0.2456060651775105,0.07766745731127,0.0845211647990839,20.424090426268727,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,22776.52183082017,,13604.736187287042,1.6952570115893013,1.0126008081318425,0.6866052308135007,,,0.6866052308135007,0.6866052308135007,0.6866052308135007,0.6866052308135007,1.0,1.0,1.674161227183788,-0.012444003629712652,1.0,1.674161227183788,1.674161227183788,0.0,0.0,0.0,1,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
2021,0.06,13458.293363290511,1,1.0,0.0,13458.293363290511,195836480.00000003,379294502.4971334,0.9761256344476862,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751,0.2456060651775105,0.07766745731127,0.0916589990945166,20.49899510835298,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,11671.13789960063,,13615.459686034284,0.8672078683791652,1.011678027703904,-0.1312592820882141,,,-0.1312592820882141,-0.1312592820882141,-0.1312592820882141,-0.1312592820882141,1.0,1.0,0.8571974923161798,-0.011543225595606083,1.0,0.8571974923161798,0.8571974923161798,0.0264237336814403,0.0264237336814403,0.0264237336814403,1,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
2021,0.06,13467.2401619153,1,1.0,0.0,13467.2401619153,195971040.00000003,379555117.2112868,0.9761256344476862,0.0238743655523138,resolution_scaled_local,default,fixed_hist,profiled,none,,,0.0,0.0,0,1.0,1.0,0.9,9.0,0.024560606517751,0.2456060651775105,0.07766745731127,0.0907935784632521,20.329101216317355,0.07766745731127,1.0,0.07766745731127,1.0,1588,90,1498,12,27351.121723995704,,13615.296114081342,2.0309374003252234,1.010993785689271,1.019726743050508,,,1.019726743050508,1.019726743050508,1.019726743050508,1.019726743050508,0.0,1.0,2.008852506388632,-0.010874236661875925,1.0,2.008852506388632,2.008852506388632,0.0,0.0,0.0,1,functional_form,fSigPowExpQ,/Users/emryspeets/Desktop/gp_mods/funcform_studies/func_form_inputs/funcform_2021_dataset_mod_toys_2.root,fSigPowExpQ,fSigPowExpQ,1.0,1.0,0.0
