model,scenario,mass_GeV,mass_MeV,inj_nsigma,n_generated,raw_n,raw_pull_mean,raw_pull_width,raw_pull_median,raw_pull_mad_scaled,raw_pull_trimmed_mean_10pct,raw_pull_mean_ci90_low,raw_pull_mean_ci90_high,raw_pull_width_ci90_low,raw_pull_width_ci90_high,raw_max_leave_one_out_mean_change,accepted_n,accepted_pull_mean,accepted_pull_width,accepted_pull_median,accepted_pull_mad_scaled,accepted_pull_trimmed_mean_10pct,accepted_pull_mean_ci90_low,accepted_pull_mean_ci90_high,accepted_pull_width_ci90_low,accepted_pull_width_ci90_high,accepted_max_leave_one_out_mean_change,n_excluded,sample_size_eligible,accepted_nominal_Z_residual_mean,accepted_upper_boundary_fraction,accepted_lower_boundary_fraction,accepted_constant_lower_boundary_fraction,accepted_constant_upper_boundary_fraction,accepted_pull_identity_max_abs_residual,accepted_ls_at_lower_fraction,accepted_ls_at_upper_fraction,accepted_const_at_lower_fraction,accepted_const_at_upper_fraction,accepted_min_y_train,accepted_max_y_train,accepted_max_n_zero_train,accepted_median_recovery,accepted_recovery_q16,accepted_recovery_q84
knot_spline,2021_10pct,0.065,65.0,0.0,20,20,-1.6586547433756398,0.8931307598344961,-1.8210781953362427,0.48192357834307836,-1.6828630775764282,-2.003980045948867,-1.3133294408024128,0.7090793088660493,1.2239556797670263,0.10130663916925253,20,-1.6586645637319393,0.8931358224284617,-1.821083845797228,0.48191017854247825,-1.682872949359565,-2.0039918237361176,-1.313337303727761,0.7090833281886296,1.223962617598436,0.10130715603010998,0,True,-1.6586645637319393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,,,
knot_spline,2021_10pct,0.065,65.0,1.0,20,20,-1.434641351392645,1.4484924904536325,-1.8425484507925964,0.5973707273440884,-1.6057267716875117,-1.9946949628410278,-0.8745877399442623,1.1499951633273193,1.98502916988229,0.2550752953305413,20,-1.6851094506338455,0.8929092306933669,-1.8425484507925964,0.4684768498250769,-1.7106888520218269,-2.0303490998838085,-1.3398698013838826,0.7089034312260107,1.2236520939286333,0.1006032454138146,0,True,-1.6852859684812695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,-0.8429016347571454,-1.2215575009399786,-0.002583146449828775
knot_spline,2021_10pct,0.065,65.0,3.0,20,20,-1.5792526885612799,1.0055027570223345,-1.7668685530160946,0.6456007327451277,-1.5877393709437242,-1.968026157601015,-1.1904792195215448,0.7982943059137555,1.3779514331215588,0.10607697290506035,20,-1.716440061596618,0.8974109708995183,-1.8407683771533012,0.568573821358746,-1.732733450056235,-2.063420290018978,-1.3694598331742578,0.7124774776900065,1.2298213255148074,0.10070732166864427,0,True,-1.7180035661919526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,0.3860233795242279,0.23343974889045238,0.6502614731354728
knot_spline,2021_10pct,0.065,65.0,5.0,20,20,-1.622780636335206,1.0165591735734327,-1.8104526522100406,0.6302114363814295,-1.6357972838329708,-2.0158290229598994,-1.2297322497105125,0.8070722772469124,1.3931032613242897,0.10963507264212691,20,-1.759336713767846,0.898604685214821,-1.9115647274657692,0.4403462620483599,-1.7760020015957985,-2.1067784868773405,-1.4118949406583514,0.713425197956449,1.2314572040243603,0.10100134183726794,0,True,-1.7636257488078955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,0.6173170577933635,0.5466514657933457,0.7847637824946025
knot_spline,2021_10pct,0.09,90.0,0.0,20,20,-0.5593765223006312,0.8802574965815785,-0.5550734938945519,0.9413972912069904,-0.6010844552108603,-0.8997244310499769,-0.21902861355128544,0.6988588965583139,1.2063140259531275,0.08978659303316294,20,-0.5593745190582375,0.8802589863196186,-0.5550582181187416,0.9413972912069904,-0.6010824616353492,-0.8997230038086154,-0.21902603430785972,0.698860079299372,1.2063160675056275,0.08978691747512613,0,True,-0.5593745190582375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,,,
knot_spline,2021_10pct,0.09,90.0,1.0,20,20,-0.5448045861390904,0.8999366033482155,-0.456651893574432,1.0971432349337227,-0.5800528010412481,-0.8927613398685588,-0.19684783240962217,0.7144826417619546,1.2332824784832255,0.09023738187937269,20,-0.5764978603193954,0.8887747636327987,-0.5748960305576085,0.9218342151171848,-0.6196693937666296,-0.9201389350348362,-0.23285678560395462,0.7056209722875453,1.2179861772799558,0.091905448941494,0,True,-0.5766032371965291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,0.4250650911467608,-0.46218155286493107,1.25324823243694
knot_spline,2021_10pct,0.09,90.0,3.0,20,20,-0.6631742787418436,0.891900673170395,-0.8134355686251143,0.9433796740644846,-0.716041866834858,-1.008023973410187,-0.31832458407350034,0.7081027116634316,1.2222699562124921,0.09521641834783423,20,-0.6072238145090882,0.8861653067563273,-0.5989591802885273,0.9608242068050576,-0.6461037865439139,-0.9498559535502206,-0.2645916754679559,0.7035492578626307,1.2144101504441362,0.09227165707242613,0,True,-0.6081706272269762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,0.8003033196849946,0.5098485673655038,1.0855882750315755
knot_spline,2021_10pct,0.09,90.0,5.0,20,20,-0.6436227720896688,0.8937594747206463,-0.5969641052188495,1.0017091614960183,-0.6873806262015674,-0.9891911646650051,-0.29805437951433245,0.7095784616631468,1.2248172771841843,0.09299189840458755,20,-0.6436227720896688,0.8937594747206463,-0.5969641052188495,1.0017091614960183,-0.6873806262015674,-0.9891911646650051,-0.29805437951433245,0.7095784616631468,1.2248172771841843,0.09299189840458755,0,True,-0.6462893359550911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,0.8805598701661336,0.6944246437862333,1.0417504104274316
knot_spline,2021_10pct,0.12,120.0,0.0,20,20,0.1566487702363352,0.9234612514848209,0.2123615340618527,0.6889153303291318,0.12180453978222999,-0.20040369108829795,0.5137012315609684,0.7331594604229895,1.2655209008914456,0.12455680541744144,20,0.15664424932385587,0.9234497312628751,0.2123615340618527,0.6889359840116689,0.12181347685834595,-0.20040375775476085,0.5136922564024726,0.7331503142247141,1.2655051134595074,0.12455704336020353,0,True,0.15664424932385587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,,,
knot_spline,2021_10pct,0.12,120.0,1.0,20,20,0.08099678677045836,1.042603755473724,0.1942429923318238,0.6540509787036395,0.08680021283255619,-0.32212162938359296,0.48411520292450966,0.8277497356483966,1.4287950271637353,0.1278093821354664,20,0.1447272534111847,0.9241354481666355,0.1942429923318238,0.6540509787036395,0.10708928521983742,-0.21258588326314148,0.5020403900855108,0.7336947223786627,1.2664448270342874,0.1244551470491124,0,True,0.1445263189216474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,1.1942806067687086,0.1550865082794678,1.6469500979891754
knot_spline,2021_10pct,0.12,120.0,3.0,20,20,0.12672071951067196,0.9322165165450658,0.19942216205832308,0.6499355372140764,0.08475587335673956,-0.23371692872276065,0.4871583677441046,0.7401104888468767,1.2775192071644692,0.12626870387236133,20,0.12672071951067196,0.9322165165450658,0.19942216205832308,0.6499355372140764,0.08475587335673956,-0.23371692872276065,0.4871583677441046,0.7401104888468767,1.2775192071644692,0.12626870387236133,0,True,0.12493493348374037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,1.0665133741397406,0.7186361576483407,1.2203974590160969
knot_spline,2021_10pct,0.12,120.0,5.0,20,20,0.16694956399976033,0.9931336951491626,0.13551333629287549,1.0054757068580193,0.13648974969133004,-0.21704145858757454,0.5509405865870952,0.7884741919519708,1.361000742120989,0.11956076345421418,20,0.09293789708147207,0.9270423595892621,0.13551333629287549,0.7585294773030411,0.06029376754473521,-0.2654991848332555,0.4513749789961997,0.736002593560787,1.270428488672996,0.12345611434465044,0,True,0.08800613338634714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,1.0271285879611405,0.8192146265256512,1.1307436636725945
knot_spline,2021_10pct,0.18,180.0,0.0,20,20,-0.19282266687224542,0.938357962199411,-0.2660073685465092,0.7730739637392235,-0.1458720344265569,-0.5556348795862662,0.16998954584177545,0.7449863393223753,1.2859355081459842,0.09816918508411213,20,-0.19282150554648964,0.938350249939829,-0.2660155992924921,0.7731198791153373,-0.14586932119845916,-0.5556307363473423,0.169987725254363,0.744980216362625,1.2859249391852634,0.09816924620652033,0,True,-0.19282150554648964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,,,
knot_spline,2021_10pct,0.18,180.0,1.0,20,20,-0.20447968561792235,0.9389332874705592,-0.27893911618888645,0.7516067178200033,-0.15401810331135118,-0.5675143454609326,0.15855497422508785,0.7454431047412647,1.286723939879615,0.09899158763888917,20,-0.20950557273685866,0.9403618913884252,-0.27893911618888645,0.7516067178200033,-0.1603004622100216,-0.5730925963572465,0.1540814508835292,0.7465773098591262,1.2886817135428281,0.0987270672642083,0,True,-0.2097472372668702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,0.7209849790651486,0.1506047080500245,1.8487285852079696
knot_spline,2021_10pct,0.18,180.0,3.0,20,20,-0.20149246261714734,0.92048238881173,-0.20741056134593583,0.7481010408955481,-0.14240742519052524,-0.5573931590489222,0.15440823381462745,0.7307944653064472,1.2614386365109742,0.09835468961911295,20,-0.2471077568442423,0.9318624807687537,-0.3335489702244374,0.8253743136081085,-0.19942654297439397,-0.6074085186137047,0.11319300492522011,0.7398294108067163,1.2770340328554595,0.0959538846597921,0,True,-0.24928242374684947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269.0,1159056.0,0,0.8887288707043572,0.6998934829809228,1.2811788887774702
