model,scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,top_branch_replicates,study_id,scenario_label,source_family,source_multiplier,truth_model,truth_function_tag,mass_MeV,n_attempts,optimizer_gate_version,optimizer_gate_status,optimizer_trigger_reasons,optimizer_selection_pull_blind,accepted,sigmaA_ref,sigmaA_ref_mode,reference_top_branch_replicates,eps2_hat_signed,eps2_injected,eps2_sigma,nominal_Z_residual,pull_identity_residual,refit_ls_over_hi,refit_ls_over_lo,refit_upper_boundary,refit_lower_boundary,refit_constant_lower_boundary,refit_constant_upper_boundary,selected_extraction_upper_factor,production_card_upper_factor,analysis_partition,declared_result_commit,declared_integration_commit,claim_boundary,signal_seed,reference_attempt_selected,reference_gp_lml,reference_gp_ls,reference_gp_const,Nsig_full,Nsig_win,Nsig_train,signal_counts_sha256
knot_spline,2021_10pct,0,0.065,0.0,0.0,reference_bonly,1,2022959230,12,True,False,,1651.6487207714024,0.4186987383073526,119.77561534995522,1e-08,1e+18,0.0353320804721528,0.803001828912564,0.1684390846520622,1.0,5711.558564058209,5712.123906859264,-9058.313753805958,-1.5859618092350949,-1.5859618092350949,-196812979.52433455,16,1550196225.4070454,3102988097.2261686,0,,400,32,368,0.04,0.3,0.000625,0,4395.0,1158324.0,d872422437ddf5da8fa0c838ea395db420f476bd7abaed49b4c43a050858804f,False,False,False,False,True,-0.2836911415405111,-1.038838923782166e-06,3,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,65.0,3,v4p7p1_reference_relative_v1,pass_replicated_initial3,,True,True,5711.558564058209,matched_refit_bonly_multistart_v1,3,-2.9192228490671262e-06,0.0,1.8406640261249797e-06,-1.5859618092350949,0.0,0.5214169174114587,11.85038448662406,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",,,,,,,,,
knot_spline,2021_10pct,0,0.065,1.0,5711.558564058209,injected_refit,0,3673596032,12,True,False,,1651.7407542476642,0.4186551502586251,119.5742309823387,1e-08,1e+18,0.0353320804721528,0.803001828912564,0.1684390846520622,1.0,5712.617563563817,5711.558564058209,-3451.184665985121,-0.6041336791031569,-1.6039483000726469,-196890853.8929837,16,1550196225.4070454,3102988097.2261686,0,,400,32,368,0.04,0.3,0.000625,0,4395.0,1158324.0,0c4d4562c24f47a00219bf2c896a866aae4193685b85986a6069cf679ea45fbc,False,False,False,False,True,-0.2607579068574188,-9.547505354530607e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,65.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,5711.558564058209,matched_refit_bonly_multistart_v1,3,-1.112213311121049e-06,1.8406640261249797e-06,1.8410053099044937e-06,-1.6041336791031569,0.0,0.5213626360298254,11.849150818859664,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",2555604994.0,1.0,1651.6487207714024,0.4186987383073526,119.77561534995522,5756.0,5651.0,105.0,7eff57d42d8e7967b37a9d9bec1007cfd5e790600941fc30eddd55869a837bde
knot_spline,2021_10pct,0,0.065,3.0,17134.675692174627,injected_refit,0,1834566344,12,True,False,,1651.8525632267254,0.4185673692855866,119.2013557087101,1e-08,1e+18,0.0353320804721528,0.803001828912564,0.1684390846520622,1.0,5714.750209803182,5711.558564058209,7409.881217925173,1.2966238148456837,-1.7017007073322947,-197042870.62204623,16,1550196225.4070454,3102988097.2261686,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",400,32,368,0.04,0.3,0.000625,0,4395.0,1158324.0,65f41c36dd0ec55e944c4357761798f885b28a25d94381691b2a9e628f7f5e82,False,False,False,False,True,-0.2730453592802799,-9.99484841087526e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,65.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,5711.558564058209,matched_refit_bonly_multistart_v1,3,2.387982481966023e-06,5.521992078374938e-06,1.841692597825859e-06,-1.7033761851543163,0.0,0.5212533199985563,11.84666636360355,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",2839951179.0,1.0,1651.6487207714024,0.4186987383073526,119.77561534995522,17003.0,16680.0,323.0,2434cd35c9ce239e84827e08a3fbdb51be410a34a5e480f87ebde3341485205a
knot_spline,2021_10pct,0,0.065,5.0,28557.792820291048,injected_refit,0,1065895764,12,True,False,,1651.9875001819837,0.4184825205509379,118.845674636415,1e-08,1e+18,0.0353320804721528,0.803001828912564,0.1684390846520622,1.0,5716.902666830491,5711.558564058209,18897.202392173094,3.305496611270784,-1.689829439316636,-197198554.13901177,16,1550196225.4070454,3102988097.2261686,0,,400,32,368,0.04,0.3,0.000625,0,4395.0,1158324.0,3d0f079b64a0ee8d424c5e973f30c08e22a59f719439c700574b7c190a4c7f83,False,False,False,False,True,-0.2697007854190018,-9.86997703186722e-07,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,65.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,5711.558564058209,matched_refit_bonly_multistart_v1,3,6.090001572698824e-06,9.203320130624898e-06,1.842386270170021e-06,-1.694503388729216,0.0,0.5211476555634408,11.844264899169106,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",234847871.0,1.0,1651.6487207714024,0.4186987383073526,119.77561534995522,28498.0,27976.0,522.0,fd18d1d019ddfb653de0d9bb780e9edd265f37dbcec8133c0239537db5188c18
knot_spline,2021_10pct,0,0.09,0.0,0.0,reference_bonly,0,2157070326,12,True,False,,1639.2858700825468,0.4135882304338528,109.76512804644328,1e-08,1e+18,0.0291881500637943,0.6633670469044173,0.1391490456755713,1.0,5521.49928653746,5523.892017943275,-7537.708192624172,-1.365156056617202,-1.365156056617202,-248234044.7497183,18,1715008323.8166516,4753229891.807931,0,,398,71,327,0.04,0.3,0.000625,0,4395.0,1158324.0,a63bbe8eeb4b56c4acf4f0ddf074515b7eda0cb7cbc827b3bf7ced64f4c9b85c,False,False,False,False,True,-0.4741409201147332,-3.5942500105551727e-06,3,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,90.0,3,v4p7p1_reference_relative_v1,pass_replicated_initial3,,True,True,5521.49928653746,matched_refit_bonly_multistart_v1,3,-1.585807622226566e-06,0.0,1.161631019794271e-06,-1.365156056617202,0.0,0.6234681574308674,14.16973085070153,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",,,,,,,,,
knot_spline,2021_10pct,0,0.09,1.0,5521.49928653746,injected_refit,0,2287949238,12,True,False,,1639.2531109454649,0.413533548631776,109.60026655356268,1e-08,1e+18,0.0291881500637943,0.6633670469044173,0.1391490456755713,1.0,5522.447275109992,5521.49928653746,-2100.0637953734454,-0.3802777447669915,-1.380106083812109,-248308898.20096657,18,1715008323.8166516,4753229891.807931,0,,398,71,327,0.04,0.3,0.000625,0,4395.0,1158324.0,2d3d66f0bc1c250f384c2a82fa2db57fa1628266e60e7ed3ef229f5715e3d02f,False,False,False,False,True,-0.3479862959638883,-2.637489406076058e-06,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,90.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,5521.49928653746,matched_refit_bonly_multistart_v1,3,-4.41818267404413e-07,1.161631019794271e-06,1.1618304607205697e-06,-1.3802777447669916,0.0,0.6233857267428614,14.16785742597412,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",1005773069.0,0.0,1639.2858700825468,0.4135882304338528,109.76512804644328,5512.0,5391.0,121.0,1468d8160700ef758ea0d76c560abb08884641740888f1506d2aa8f20c26c513
knot_spline,2021_10pct,0,0.09,3.0,16564.49785961238,injected_refit,0,3648104711,12,True,False,,1639.214303476142,0.4134753388668158,109.36356655558436,1e-08,1e+18,0.0291881500637943,0.6633670469044173,0.1391490456755713,1.0,5524.155456976686,5521.49928653746,8734.318203334089,1.5811137596251306,-1.41744375538694,-248460139.5104268,18,1715008323.8166516,4753229891.807931,0,,398,71,327,0.04,0.3,0.000625,0,4395.0,1158324.0,32a2e3a9280beb998988b8d40ac0c84aa453d9a8ccee216fa8ab288d0332af6b,False,False,False,False,True,-0.5569051914784345,-4.2203135742124955e-06,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,90.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,5521.49928653746,matched_refit_bonly_multistart_v1,3,1.8375543371860595e-06,3.4848930593828138e-06,1.1621898335902972e-06,-1.4188862403748694,0.0,0.6232979777881436,14.165863131548717,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",3959486027.0,0.0,1639.2858700825468,0.4135882304338528,109.76512804644328,16615.0,16283.0,332.0,f90e206115f1010079777c68f29342dd8a83bcadb318f1017a5c09dc36039f4a
knot_spline,2021_10pct,0,0.09,5.0,27607.496432687298,injected_refit,0,3223955287,12,True,False,,1639.139825743373,0.4134021013142124,109.12357780318032,1e-08,1e+18,0.0291881500637943,0.6633670469044173,0.1391490456755713,1.0,5525.894917482063,5521.49928653746,19532.469019761367,3.534715971157403,-1.461306726513976,-248609528.46158263,18,1715008323.8166516,4753229891.807931,0,,398,71,327,0.04,0.3,0.000625,0,4395.0,1158324.0,7a7c90b701b15fb79688c9e35150bbc4f729ce0c7b6c07abcf54d83fa82081b0,False,False,False,False,True,-0.3947069223124432,-2.990487984856075e-06,1,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,90.0,1,v4p7p1_reference_relative_v1,pass_single_untriggered,,True,True,5521.49928653746,matched_refit_bonly_multistart_v1,3,4.109304507536038e-06,5.8081550989713555e-06,1.1625557869619982e-06,-1.4652840288425968,0.0,0.6231875750285474,14.163353977921531,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",3642713147.0,0.0,1639.2858700825468,0.4135882304338528,109.76512804644328,27626.0,27041.0,585.0,4400adbe5bca0b84c6dd512e6d228626af768d0afc401230e5e3e907cf204b74
knot_spline,2021_10pct,0,0.12,0.0,0.0,reference_bonly,1,2033402309,12,True,False,,1620.8406153126691,0.4132440634250556,115.3197603197506,1e-08,1e+18,0.0264448515909636,0.6010193543400821,0.1260708833506779,1.0,4405.570885783907,4406.414186691176,-4321.569583495807,-0.9809329359427268,-0.9809329359427268,-170712546.37081248,22,1003668910.083504,3708956975.9990826,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",394,117,277,0.04,0.3,0.000625,0,4395.0,1158324.0,491ee1149750a3e255264938de42011ddce6454c70404adbb99af5e31ef37612,False,False,False,False,True,-0.186922458155993,-3.6335095714067534e-06,3,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,120.0,3,v4p7p1_reference_relative_v1,pass_replicated_initial3,,True,True,4405.570885783907,matched_refit_bonly_multistart_v1,3,-1.1651711280181955e-06,0.0,1.1878193557629978e-06,-0.9809329359427268,0.0,0.6875719732500074,15.626635755681985,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",,,,,,,,,
knot_spline,2021_10pct,0,0.12,1.0,4405.570885783907,injected_refit,1,155784158,12,True,False,,1620.8811429160965,0.4131571749267576,115.14584220934884,1e-08,1e+18,0.0264448515909636,0.6010193543400821,0.1260708833506779,1.0,4406.496686340736,4405.570885783907,58.93200860539008,0.0133738915061635,-0.9864160094916749,-170770788.7600119,22,1003668910.083504,3708956975.9990826,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",394,117,277,0.04,0.3,0.000625,0,4395.0,1158324.0,e345d5f6e94f548927aa5e13840d8fa18ca612b88c4c67ab984e2c06e5c411e8,False,False,False,False,True,-0.1816258307592777,-3.5297553993762323e-06,2,v4p8p3_2021_residual_truths_20260814,2021_10pct,ten_pct,1,knot_spline,knot_spline,120.0,3,v4p7p1_reference_relative_v1,pass_trigger_replicated_after3,reference_relative_lml;reference_relative_length;reference_relative_constant,True,True,4405.570885783907,matched_refit_bonly_multistart_v1,3,1.5889105478101578e-08,1.1878193557629978e-06,1.1880689678676462e-06,-0.9866261084938364,0.0,0.687427404697147,15.62335010675334,False,False,False,False,25.0,15.0,residual_knot_spline_20toy_validation,4c7698e28f0c2c9eedf531a5b614ca727d7c305b,675b1c65be9238d6d97d7eeb0f09fd860404d13a,"Conditional source-conditioned stress diagnostics only; not physical background truth, observed-data bias, coverage, expected bands, limits, exclusions, or a production-card change.",895960888.0,1.0,1620.8406153126691,0.4132440634250556,115.3197603197506,4458.0,4364.0,94.0,e01456b90d1bcece2579ddeae46ef5cd1e4b99f73298eac17ac853d3dc833dac
