scenario,background_toy_index,mass_GeV,inj_nsigma,strength,role,attempt,optimizer_seed,optimizer_restarts,fit_ok,refit_fallback_used,error,gp_lml,gp_ls,gp_const,gp_const_lo,gp_const_hi,gp_ls_lo,gp_ls_hi,gp_ls_init,gp_const_init,sigma_A,sigmaA_reference,A_hat,Zhat,pull,amplitude_nll,n_blind,integral_density,A_per_eps2_unit,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,n_zero_train,min_y_train,max_y_train,training_counts_sha256,ls_at_lower,ls_at_upper,const_at_lower,const_at_upper,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative
2016_full,-1,0.044,0.0,0.0,reference_bonly,0,1489094502,12,True,False,,2566.5872430603154,0.1940486675102373,33.219618212324875,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,16526.926858476174,16537.47055274154,-11720.563956512973,-0.7091798769897648,-0.7091798769897648,-81925741.7679782,34,860162701.5271664,1136182079.2973485,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",674,27,647,0.033,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,2f0de3f38fbdd5de0f09b78f424e1d563598f0bea309a5c01790e049a2a86a79,False,False,False,False,True,-0.010440951246417559,-7.753623831658739e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,1,654100986,12,True,False,,2566.5872431200028,0.19404829623978992,33.220086067219945,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,16527.040092724685,16537.58333516586,-11719.841088898685,-0.7091312795966314,-0.7091312795966314,-81925741.76796071,34,860162701.5271664,1136182079.2973485,0,,674,27,647,0.033,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,2f0de3f38fbdd5de0f09b78f424e1d563598f0bea309a5c01790e049a2a86a79,False,False,False,False,True,-0.013129707437651085,-9.750193916866519e-09
2016_full,-1,0.044,0.0,0.0,reference_bonly,2,1930983802,12,True,False,,2566.5872430169825,0.19404859547891398,33.219656060259226,1e-08,1e+18,0.038379850355610756,0.5117313380748101,0.14014339862293787,1.0,16526.945884988163,16537.489499413357,-11720.43694406757,-0.7091713753787706,-0.7091713753787706,-81925741.7679752,34,860162701.5271664,1136182079.2973485,0,,674,27,647,0.033,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,2f0de3f38fbdd5de0f09b78f424e1d563598f0bea309a5c01790e049a2a86a79,False,False,False,False,True,-0.01254374411580834,-9.315169495450161e-09
2016_full,-1,0.049,0.0,0.0,reference_bonly,0,4096410809,12,True,False,,2540.741889018498,0.19252593030378487,33.33607071134046,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16976.82164950024,16954.12210047608,33113.205072422636,1.9504949604861646,1.9504949604861646,-128902135.13017055,38,1181907664.7197711,1738578404.9151943,0,,670,45,625,0.033,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,f839c605ecb551ce5a83373d0982d56a7ac7c4c162eee3b300614d5d6a61416f,False,False,False,False,True,-0.023009586090597525,-1.6275429082546437e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,1,2047718015,12,True,False,,2540.741889136655,0.1925260327425196,33.336251405569584,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16976.807763516492,16954.108212300656,33113.23361947696,1.9504982374034994,1.9504982374034994,-128902135.13017464,38,1181907664.7197711,1738578404.9151943,0,,670,45,625,0.033,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,f839c605ecb551ce5a83373d0982d56a7ac7c4c162eee3b300614d5d6a61416f,False,False,False,False,True,-0.02386362162830751,-1.687954838697301e-08
2016_full,-1,0.049,0.0,0.0,reference_bonly,2,2116216187,12,True,False,,2540.7418886357455,0.19252596811474668,33.33611908103851,1e-08,1e+18,0.037543686005039725,0.5005824800671963,0.1370901581123418,1.0,16976.815901329013,16954.116352301775,33113.21593234199,1.9504962605944118,1.9504962605944118,-128902135.13017221,38,1181907664.7197711,1738578404.9151943,0,,670,45,625,0.033,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,f839c605ecb551ce5a83373d0982d56a7ac7c4c162eee3b300614d5d6a61416f,False,False,False,False,True,-0.021012614985329588,-1.4862918266442384e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,0,2441084178,12,True,False,,2528.4413039414335,0.19018590200540733,33.36680959226804,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17461.794085930687,17484.661593971843,-45646.78846302293,-2.6140949915221743,-2.6140949915221743,-157477951.67520732,40,1351533588.816075,2190964067.4154196,0,,668,64,604,0.033,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,3854db3b887d4f1af4731f3b16727215ee2294d2eeadb4344f037ac30ae19f42,False,False,False,False,True,-0.03464052834177,-3.1470430734309725e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,1,2106595226,12,True,False,,2528.4413038412117,0.19018499173671968,33.3663876074374,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17461.97134302674,17484.83916989125,-45647.0586785466,-2.614083930264568,-2.614083930264568,-157477951.67517415,40,1351533588.816075,2190964067.4154196,0,,668,64,604,0.033,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,3854db3b887d4f1af4731f3b16727215ee2294d2eeadb4344f037ac30ae19f42,False,False,False,False,True,-0.03964969015552183,-3.6020363197383466e-08
2016_full,-1,0.054,0.0,0.0,reference_bonly,2,2041432098,12,True,False,,2528.44130388587,0.19018601220127296,33.366714063300805,1e-08,1e+18,0.03692794192605447,0.4923725590140595,0.13484177863427202,1.0,17461.767499036032,17484.634957768263,-45646.74409294932,-2.614096430700341,-2.614096430700341,-157477951.67521235,40,1351533588.816075,2190964067.4154196,0,,668,64,604,0.033,0.21,0.0002500000000000002,0,701.2426974319171,354215.1438503383,3854db3b887d4f1af4731f3b16727215ee2294d2eeadb4344f037ac30ae19f42,False,False,False,False,True,-0.03611991404632021,-3.2814543946917914e-08
2016_full,-1,0.059,0.0,0.0,reference_bonly,0,3060819675,12,True,False,,2509.1792601374427,0.1894540708585105,33.414929406355306,1e-08,1e+18,0.03649001309630249,0.48653350795069983,0.1332426886433587,1.0,17388.92005349934,17358.50953415382,60797.28000606479,3.4963229354677474,3.4963229354677474,-181287749.13165507,44,1407877699.152787,2493627582.898163,0,,664,82,582,0.033,0.21,0.0002500000000000002,0,701.2426974319171,346725.8830613137,279e8d5f63b886cd90fce934dda4371129dfd152752e339aef31c50264aa610b,False,False,False,False,True,-0.036792047721434684,-3.627709988868403e-08
