model,scenario,background_toy_index,mass_GeV,mass_MeV,upper_factor,attempt,optimizer_seed,optimizer_seed_namespace,seed_includes_upper_factor,optimizer_restarts,background_only,fit_ok,error,gp_lml,ell_opt,ell_lo,ell_hi,ell_init,sigma_x,ell_over_sigma_x,ell_lo_over_sigma_x,ell_hi_over_sigma_x,ell_over_ell_hi,ell_over_ell_lo,ell_mass_delta_GeV,kernel_constant_opt,kernel_constant_lo,kernel_constant_hi,kernel_constant_init,n_blind,blind_lo,blind_hi,sigma_mass_GeV,support_lo_GeV,support_hi_GeV,ell_at_lower_exact,ell_at_upper_exact,ell_near_lower,ell_near_upper,constant_at_lower_exact,constant_at_upper_exact,optimizer_warning_count,optimizer_warnings,n_train,n_train_low,n_train_high,train_domain_lo,train_domain_hi,bin_width_median,training_counts_sha256,covariance_valid,covariance_min_eigenvalue,covariance_min_eigenvalue_relative,addendum_id,stage,source_family,post_closure_initiated,evaluated_attempt_count,maximum_lml_candidate_attempt,matches_maximum_lml_branch,selected_maximum_lml_reproduced_branch,maximum_lml_branch_replicates,selected_attempt,n_attempts,top_branch_replicates,optimizer_gate_status,support_preserved_40_300,common_seeds_across_factors,factor_selection_performed,inference_quantities_inspected
knot_spline,2021_1pct,0,0.065,65,25,3,3192268204,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1172.034923122074,0.803001828912564,0.0353320804721528,0.803001828912564,0.1684390846520622,0.0321200731565025,25.0,1.1,25.0,1.0,22.727272727272727,0.0800950578211788,180.27053196002103,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,True,False,True,False,False,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.803001828912564. Increasing the bound and calling fit again may find a better value.,400,32,368,0.04,0.3,0.000625,5c01df6064fbd0dd6f13b1f86bd2ea7a724095992ec8a561d342651a68bc7fe7,True,-0.0055591630393577,-6.292638393785303e-07,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,5,3,True,True,3,3,5,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,0,0.065,65,35,0,747521139,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1172.6881743902895,0.87994728839899,0.0353320804721528,1.1242025604775896,0.199299812678774,0.0321200731565025,27.395556794391943,1.1,35.0,0.7827301941254841,24.9050516312654,0.0917002207799021,293.05984684277604,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",400,32,368,0.04,0.3,0.000625,5c01df6064fbd0dd6f13b1f86bd2ea7a724095992ec8a561d342651a68bc7fe7,True,-0.0095855137431709,-1.149145581997564e-06,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,5,0,True,True,5,0,5,5,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,0,0.065,65,50,0,747521139,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1172.6881739083565,0.8799641852335416,0.0353320804721528,1.606003657825128,0.2382088379486563,0.0321200731565025,27.39608284657337,1.1,50.0,0.5479216569314674,24.905529860521245,0.0917028685399761,293.12160893897857,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,0,,400,32,368,0.04,0.3,0.000625,5c01df6064fbd0dd6f13b1f86bd2ea7a724095992ec8a561d342651a68bc7fe7,True,-0.0089935925217985,-1.0781911686469725e-06,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,5,0,True,True,4,0,5,4,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,0,0.065,65,75,2,2123273718,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1172.688173931553,0.8799481476216048,0.0353320804721528,2.409005486737692,0.2917450525977669,0.0321200731565025,27.395583544723756,1.1,75.0,0.3652744472629834,24.905075949748863,0.0917003554203333,293.0595322882905,1e-08,1e+18,1.0,16,0.06022618203125,0.06977381796875,0.002121696875,0.04,0.3,False,False,False,False,False,False,1,"ConvergenceWarning: lbfgs failed to converge (status=2):
ABNORMAL_TERMINATION_IN_LNSRCH.

Increase the number of iterations (max_iter) or scale the data as shown in:
    https://scikit-learn.org/stable/modules/preprocessing.html",400,32,368,0.04,0.3,0.000625,5c01df6064fbd0dd6f13b1f86bd2ea7a724095992ec8a561d342651a68bc7fe7,True,-0.0105587853792071,-1.2658261001615671e-06,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,5,2,True,True,4,2,5,4,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,0,0.12,120,25,0,1585461176,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1148.7933851467535,0.4676837773512488,0.0264448515909636,0.6010193543400821,0.1260708833506779,0.0240407741736032,19.45377357542689,1.1,25.0,0.7781509430170757,17.685248704933535,0.0715551046814072,83.78800516035162,1e-08,1e+18,1.0,22,0.1134303374999999,0.1265696624999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.000625,910e409407ec5997cfb9992c0472addaf4286e97a990552c76f15de85fba299e,True,-0.0012915464859899,-3.8140072858170857e-07,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,0,0.12,120,35,0,1585461176,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1150.007964671747,0.841427096076115,0.0264448515909636,0.841427096076115,0.1491690808456911,0.0240407741736032,35.0,1.1,35.0,1.0,31.818181818181817,0.1583610017864602,209.93863237501913,1e-08,1e+18,1.0,22,0.1134303374999999,0.1265696624999999,0.00291985,0.04,0.3,False,True,False,True,False,False,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__length_scale is close to the specified upper bound 0.841427096076115. Increasing the bound and calling fit again may find a better value.,394,117,277,0.04,0.3,0.000625,910e409407ec5997cfb9992c0472addaf4286e97a990552c76f15de85fba299e,True,-0.003399992214073,-1.7161231117713862e-06,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,0,0.12,120,50,0,1585461176,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1150.013745510931,0.8475264067572181,0.0264448515909636,1.2020387086801645,0.1782911530548852,0.0240407741736032,35.25370691630223,1.1,50.0,0.7050741383260446,32.048824469365655,0.1600640002968432,220.4715616059288,1e-08,1e+18,1.0,22,0.1134303374999999,0.1265696624999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.000625,910e409407ec5997cfb9992c0472addaf4286e97a990552c76f15de85fba299e,True,-0.0031741081824302,-1.607772135385159e-06,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,3,0,True,True,2,0,3,2,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,0,0.12,120,75,1,1929372038,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1150.0137455869628,0.8475200764794427,0.0264448515909636,1.8030580630202464,0.2183611753184634,0.0240407741736032,35.25344360207908,1.1,75.0,0.4700459146943877,32.04858509279916,0.1600622274195378,220.466915913494,1e-08,1e+18,1.0,22,0.1134303374999999,0.1265696624999999,0.00291985,0.04,0.3,False,False,False,False,False,False,0,,394,117,277,0.04,0.3,0.000625,910e409407ec5997cfb9992c0472addaf4286e97a990552c76f15de85fba299e,True,-0.0030669967689742,-1.553509886713261e-06,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,0,0.21,210,25,1,2225244189,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1121.566110317129,0.4735461594391513,0.0276553577964078,0.6285308590092686,0.1318417452553814,0.0251412343603707,18.835437936396065,1.1,25.0,0.7534175174558425,17.12312539672369,0.1271924009561779,86.9762152348482,1e-08,1e+18,1.0,38,0.197970178125,0.2220298218749999,0.0053465875,0.04,0.3,False,False,False,False,False,False,0,,378,253,125,0.04,0.3,0.000625,da98517f0e6c7414b4637ea3590d3a547658ef8fe961b814c63fd86324ac8d4b,True,-1.3564271615503654e-05,-6.321746256509611e-08,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,3,1,True,True,3,1,3,3,maximum_lml_reproduced,True,True,False,False
knot_spline,2021_1pct,0,0.21,210,35,0,1408833143,v4p8p3_residual_length_ceiling_remediation_optimizer_v1,False,12,True,True,,1124.1302818631082,0.8619971101662743,0.0276553577964078,0.8799432026129761,0.1559972567347863,0.0251412343603707,34.286188888363036,1.1,35.0,0.9796053968103724,31.169262625784572,0.2872558293703383,236.1812555137075,1e-08,1e+18,1.0,38,0.197970178125,0.2220298218749999,0.0053465875,0.04,0.3,False,False,False,False,False,False,0,,378,253,125,0.04,0.3,0.000625,da98517f0e6c7414b4637ea3590d3a547658ef8fe961b814c63fd86324ac8d4b,True,-3.335181480227608e-05,-2.622033484260945e-07,v4p8p3_residual_length_ceiling_remediation_v1,select,one_pct,True,3,0,True,True,3,0,3,3,maximum_lml_reproduced,True,True,False,False
